age,education,marital_status,sex,capital_gain,capital_loss,hours_per_week,country,income
32,HS-grad,Married-civ-spouse,Female,0,0,48,United-States,1
34,Masters,Never-married,Female,0,0,24,United-States,1
37,HS-grad,Married-civ-spouse,Male,0,0,55,United-States,1
38,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
19,Assoc-voc,Never-married,Male,0,0,16,United-States,1
49,9th,Divorced,Female,0,0,40,United-States,1
18,HS-grad,Never-married,Female,0,0,25,United-States,1
26,Assoc-acdm,Never-married,Female,0,0,40,United-States,1
82,7th-8th,Married-civ-spouse,Male,0,0,2,United-States,1
40,HS-grad,Divorced,Male,0,0,40,United-States,1
28,Some-college,Never-married,Male,0,0,50,United-States,1
23,HS-grad,Married-civ-spouse,Male,0,0,37,United-States,1
19,Some-college,Never-married,Male,0,0,40,United-States,1
67,HS-grad,Widowed,Male,0,0,32,United-States,1
43,Bachelors,Married-civ-spouse,Male,3103,0,40,United-States,0
41,Assoc-acdm,Never-married,Female,0,0,50,United-States,1
37,Assoc-voc,Divorced,Female,0,0,40,United-States,1
20,HS-grad,Never-married,Male,0,0,40,United-States,1
40,HS-grad,Divorced,Male,0,0,40,United-States,1
47,Masters,Separated,Male,99999,0,50,United-States,0
40,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
39,Bachelors,Never-married,Female,0,0,40,United-States,1
24,Some-college,Never-married,Female,0,0,20,United-States,1
78,HS-grad,Married-civ-spouse,Male,2228,0,32,United-States,1
67,Assoc-voc,Widowed,Female,0,0,1,United-States,1
49,Bachelors,Married-civ-spouse,Male,0,0,45,United-States,0
66,HS-grad,Divorced,Male,0,0,10,United-States,1
52,HS-grad,Never-married,Female,0,323,40,United-States,1
59,HS-grad,Divorced,Male,0,0,60,United-States,1
72,HS-grad,Widowed,Female,0,0,12,Cuba,1
35,HS-grad,Never-married,Male,0,0,40,United-States,1
30,Bachelors,Married-AF-spouse,Female,0,0,40,United-States,0
36,Some-college,Never-married,Male,0,0,40,United-States,1
26,HS-grad,Separated,Female,0,0,40,United-States,1
23,Bachelors,Never-married,Male,0,0,35,United-States,1
39,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
40,Prof-school,Married-civ-spouse,Male,0,0,40,United-States,1
29,Bachelors,Never-married,Male,0,0,40,United-States,1
38,Bachelors,Never-married,Male,0,0,20,United-States,1
63,Bachelors,Never-married,Male,0,0,40,United-States,1
58,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
30,HS-grad,Divorced,Female,0,0,40,United-States,1
38,HS-grad,Never-married,Female,0,0,40,United-States,1
25,5th-6th,Never-married,Female,0,0,33,Mexico,1
44,Masters,Married-civ-spouse,Male,0,0,40,United-States,0
43,Assoc-voc,Married-civ-spouse,Female,0,0,40,United-States,0
21,Some-college,Never-married,Male,0,0,30,United-States,1
41,Assoc-acdm,Never-married,Male,0,0,40,United-States,1
38,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,0
75,Bachelors,Married-civ-spouse,Male,0,0,6,United-States,1
29,Some-college,Married-civ-spouse,Male,0,1672,40,United-States,1
52,HS-grad,Married-civ-spouse,Male,0,0,70,United-States,1
47,HS-grad,Divorced,Female,0,0,45,United-States,1
28,Assoc-voc,Married-civ-spouse,Male,99999,0,50,United-States,0
24,Some-college,Married-civ-spouse,Female,0,0,40,?,1
30,Masters,Married-civ-spouse,Male,0,0,10,China,1
30,Some-college,Married-civ-spouse,Male,15024,0,60,United-States,0
40,Assoc-acdm,Divorced,Male,0,0,40,United-States,0
27,Some-college,Never-married,Female,0,0,30,United-States,1
26,HS-grad,Never-married,Male,0,0,44,United-States,1
32,HS-grad,Never-married,Male,0,0,37,United-States,1
36,Bachelors,Never-married,Female,0,0,40,United-States,1
26,12th,Never-married,Male,0,0,40,United-States,1
25,Some-college,Never-married,Male,0,0,40,United-States,1
39,Some-college,Divorced,Female,0,0,40,Poland,1
27,Assoc-voc,Married-civ-spouse,Male,0,0,40,United-States,1
24,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
38,Bachelors,Married-civ-spouse,Male,7688,0,40,United-States,0
35,HS-grad,Married-civ-spouse,Male,0,0,55,United-States,1
29,Assoc-voc,Never-married,Male,0,0,40,United-States,1
49,HS-grad,Divorced,Female,0,0,40,United-States,1
36,9th,Married-civ-spouse,Male,0,0,40,United-States,1
47,Doctorate,Married-civ-spouse,Male,0,0,50,United-States,1
21,Some-college,Never-married,Male,0,0,40,United-States,1
35,Bachelors,Never-married,Female,0,0,40,Philippines,0
38,1st-4th,Married-civ-spouse,Male,0,0,40,Mexico,1
66,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
45,Masters,Married-civ-spouse,Male,0,1902,50,United-States,0
19,Some-college,Never-married,Female,0,0,15,United-States,1
18,HS-grad,Never-married,Male,0,0,22,United-States,1
37,Prof-school,Married-civ-spouse,Male,0,0,40,United-States,1
49,Bachelors,Never-married,Female,0,0,40,United-States,1
33,Assoc-voc,Married-civ-spouse,Male,0,0,48,United-States,0
27,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
34,Some-college,Divorced,Female,0,0,35,United-States,1
54,Masters,Married-spouse-absent,Female,0,0,40,China,1
24,Some-college,Never-married,Male,0,0,40,United-States,1
44,Prof-school,Married-civ-spouse,Male,0,0,60,United-States,0
48,Bachelors,Separated,Male,0,0,50,United-States,1
23,HS-grad,Never-married,Female,0,0,40,United-States,1
29,HS-grad,Never-married,Male,0,0,38,United-States,1
21,Assoc-acdm,Never-married,Female,0,0,9,United-States,1
18,12th,Never-married,Female,0,0,32,United-States,1
18,9th,Never-married,Female,0,0,32,United-States,1
29,HS-grad,Divorced,Male,0,0,40,United-States,1
29,HS-grad,Never-married,Male,0,0,40,United-States,1
41,HS-grad,Separated,Female,0,0,40,United-States,1
32,HS-grad,Never-married,Male,0,0,40,United-States,1
61,10th,Divorced,Female,0,0,24,United-States,1
79,HS-grad,Married-spouse-absent,Male,0,0,6,United-States,1
34,Assoc-acdm,Divorced,Male,0,0,40,United-States,1
46,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
50,Assoc-voc,Married-civ-spouse,Male,0,0,60,United-States,0
29,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
23,Some-college,Never-married,Female,3674,0,40,United-States,1
64,Some-college,Never-married,Female,0,0,40,United-States,1
70,Masters,Never-married,Female,7896,0,50,United-States,0
28,Assoc-acdm,Never-married,Female,0,1980,40,United-States,1
51,Assoc-voc,Married-civ-spouse,Male,0,0,40,Greece,1
20,Some-college,Never-married,Female,0,0,40,United-States,1
34,Bachelors,Divorced,Male,4865,0,55,United-States,1
29,HS-grad,Never-married,Male,0,0,40,United-States,1
49,Bachelors,Married-spouse-absent,Male,0,0,40,Philippines,1
77,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
32,HS-grad,Never-married,Female,0,0,35,United-States,1
27,Bachelors,Married-civ-spouse,Female,0,0,40,United-States,0
22,Some-college,Never-married,Female,0,0,40,United-States,1
35,HS-grad,Married-civ-spouse,Male,0,0,40,Cuba,0
42,Bachelors,Married-civ-spouse,Male,0,1902,40,United-States,0
35,HS-grad,Divorced,Male,0,0,40,United-States,1
62,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
33,HS-grad,Married-civ-spouse,Male,2635,0,16,United-States,1
45,Some-college,Widowed,Female,0,0,55,United-States,1
19,Some-college,Married-spouse-absent,Female,0,1602,40,United-States,1
38,HS-grad,Divorced,Male,0,0,40,United-States,1
26,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
29,Bachelors,Never-married,Female,0,0,45,United-States,1
33,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
35,HS-grad,Divorced,Male,0,0,80,Puerto-Rico,1
42,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
20,Assoc-voc,Never-married,Female,0,0,20,United-States,1
43,Masters,Married-civ-spouse,Male,0,0,40,United-States,0
69,11th,Married-civ-spouse,Male,0,0,45,United-States,1
39,HS-grad,Never-married,Male,0,0,40,United-States,1
37,HS-grad,Married-civ-spouse,Male,0,0,40,Portugal,1
28,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
26,Bachelors,Never-married,Male,0,0,40,United-States,1
32,Some-college,Divorced,Male,0,0,30,United-States,1
43,Bachelors,Divorced,Male,0,0,40,United-States,0
49,HS-grad,Married-civ-spouse,Male,0,0,30,Hungary,1
28,7th-8th,Separated,Male,0,0,60,Mexico,1
35,HS-grad,Married-civ-spouse,Male,2885,0,40,United-States,1
19,Some-college,Never-married,Female,594,0,10,United-States,1
35,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
57,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
45,9th,Married-civ-spouse,Male,0,0,40,United-States,1
23,HS-grad,Never-married,Male,0,1590,48,United-States,1
45,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
42,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
35,Bachelors,Married-civ-spouse,Male,0,0,40,Vietnam,1
45,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,0
28,Bachelors,Never-married,Male,0,0,40,United-States,1
64,Assoc-voc,Married-civ-spouse,Male,0,0,10,United-States,1
44,Prof-school,Separated,Female,0,0,40,United-States,1
59,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
41,HS-grad,Never-married,Male,0,0,40,United-States,1
21,Some-college,Never-married,Male,0,0,25,United-States,1
29,Assoc-voc,Never-married,Female,2174,0,40,United-States,1
51,HS-grad,Never-married,Male,8614,0,40,United-States,0
22,HS-grad,Never-married,Male,0,0,40,United-States,1
49,HS-grad,Divorced,Female,0,0,40,United-States,1
53,Assoc-acdm,Married-civ-spouse,Male,0,0,80,United-States,0
38,Some-college,Divorced,Female,5721,0,44,United-States,1
23,Some-college,Separated,Male,0,0,40,United-States,1
20,HS-grad,Never-married,Female,0,0,40,Mexico,1
40,Bachelors,Divorced,Female,0,0,40,United-States,1
25,Bachelors,Never-married,Female,0,0,40,United-States,1
27,Some-college,Divorced,Female,0,0,40,United-States,1
20,HS-grad,Never-married,Male,0,0,30,United-States,1
37,HS-grad,Married-civ-spouse,Female,0,0,20,United-States,1
40,HS-grad,Never-married,Male,0,0,40,United-States,1
28,Bachelors,Married-civ-spouse,Male,3103,0,40,United-States,0
38,HS-grad,Separated,Female,0,0,40,United-States,1
42,Bachelors,Divorced,Female,0,0,40,United-States,1
32,Assoc-acdm,Divorced,Male,2174,0,40,United-States,1
20,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
62,Bachelors,Married-civ-spouse,Male,0,0,38,United-States,1
31,Some-college,Never-married,Male,0,0,40,United-States,1
31,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,1
24,HS-grad,Never-married,Male,0,0,40,United-States,1
62,7th-8th,Widowed,Female,0,0,35,United-States,1
43,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
21,Some-college,Never-married,Male,0,0,50,United-States,1
30,HS-grad,Divorced,Male,4650,0,40,United-States,1
22,HS-grad,Never-married,Female,0,0,40,United-States,1
18,10th,Never-married,Male,0,0,40,United-States,1
59,Masters,Divorced,Female,0,0,40,United-States,1
24,7th-8th,Married-civ-spouse,Male,0,1902,40,United-States,0
49,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
19,11th,Never-married,Male,0,0,30,United-States,1
48,HS-grad,Married-civ-spouse,Male,4386,0,40,United-States,0
32,Prof-school,Married-civ-spouse,Male,15024,0,60,United-States,0
33,10th,Never-married,Female,0,0,45,United-States,1
23,Bachelors,Never-married,Male,0,0,15,United-States,1
33,Prof-school,Never-married,Female,0,0,65,United-States,0
50,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
30,Bachelors,Married-civ-spouse,Male,0,0,43,United-States,1
32,Assoc-acdm,Married-civ-spouse,Male,0,2002,42,United-States,1
39,Some-college,Married-civ-spouse,Male,2829,0,65,United-States,1
21,Some-college,Never-married,Female,0,0,20,United-States,1
23,Bachelors,Never-married,Female,0,0,21,United-States,1
32,Bachelors,Never-married,Female,0,0,40,United-States,1
57,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
22,Some-college,Never-married,Male,0,0,10,United-States,1
70,HS-grad,Widowed,Female,0,0,5,United-States,1
34,Some-college,Married-civ-spouse,Male,0,0,84,United-States,0
53,Masters,Divorced,Female,0,0,40,United-States,1
21,Some-college,Never-married,Male,0,0,45,United-States,1
37,HS-grad,Divorced,Male,0,0,40,United-States,1
60,HS-grad,Married-civ-spouse,Male,0,1485,50,United-States,0
23,11th,Never-married,Male,14344,0,40,Vietnam,0
32,10th,Married-civ-spouse,Male,0,0,80,United-States,0
57,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
65,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
25,Some-college,Never-married,Male,0,0,30,United-States,1
30,HS-grad,Married-civ-spouse,Male,0,0,46,United-States,1
31,HS-grad,Divorced,Female,0,0,40,Germany,1
19,Some-college,Never-married,Male,0,0,35,United-States,1
23,Bachelors,Married-civ-spouse,Male,0,0,38,United-States,1
44,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
43,Some-college,Married-civ-spouse,Male,0,0,45,United-States,0
42,Some-college,Never-married,Female,0,0,40,United-States,1
34,11th,Married-civ-spouse,Male,0,0,40,United-States,1
32,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
25,Assoc-voc,Never-married,Female,0,0,40,United-States,1
21,Some-college,Never-married,Female,0,0,40,United-States,1
31,HS-grad,Married-spouse-absent,Female,0,0,60,Jamaica,1
36,Assoc-voc,Never-married,Female,0,0,40,United-States,1
49,Some-college,Married-civ-spouse,Male,0,0,65,Poland,1
44,Bachelors,Divorced,Female,0,0,32,United-States,1
42,Assoc-voc,Married-civ-spouse,Male,0,0,40,United-States,0
30,HS-grad,Never-married,Male,0,0,99,United-States,1
33,10th,Married-civ-spouse,Male,0,0,40,United-States,1
36,Bachelors,Divorced,Male,0,0,45,United-States,0
17,10th,Never-married,Male,0,0,30,United-States,1
20,Some-college,Never-married,Male,0,0,25,United-States,1
32,HS-grad,Never-married,Male,0,0,50,United-States,1
33,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
37,Some-college,Divorced,Female,0,0,60,United-States,1
60,10th,Divorced,Male,0,0,48,United-States,1
35,Some-college,Divorced,Female,0,0,15,United-States,1
43,Bachelors,Divorced,Female,0,0,40,United-States,1
46,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
29,HS-grad,Married-civ-spouse,Male,5178,0,40,United-States,0
36,Bachelors,Married-civ-spouse,Male,0,0,42,United-States,0
27,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
50,Some-college,Married-civ-spouse,Male,0,0,84,United-States,0
22,Some-college,Married-civ-spouse,Female,0,0,44,United-States,1
33,Masters,Never-married,Male,0,0,60,United-States,1
61,10th,Divorced,Female,0,0,40,United-States,1
28,Assoc-voc,Married-civ-spouse,Female,0,0,40,United-States,1
41,Assoc-voc,Married-civ-spouse,Male,0,0,70,United-States,0
22,Some-college,Never-married,Male,0,0,40,United-States,1
27,Bachelors,Never-married,Female,0,0,40,United-States,1
25,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
32,HS-grad,Never-married,Female,0,1602,20,United-States,1
28,Masters,Never-married,Male,0,0,50,United-States,1
25,Bachelors,Never-married,Male,0,1590,35,United-States,1
28,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
37,Bachelors,Married-civ-spouse,Female,0,0,30,United-States,0
58,HS-grad,Widowed,Female,0,0,37,United-States,1
39,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
33,Some-college,Divorced,Female,0,0,40,United-States,1
59,10th,Married-civ-spouse,Male,0,0,40,United-States,0
58,Bachelors,Divorced,Female,0,0,20,United-States,1
38,Assoc-voc,Married-civ-spouse,Male,0,0,36,Philippines,0
34,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
31,Some-college,Divorced,Male,0,0,40,United-States,1
48,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
65,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
45,HS-grad,Divorced,Male,0,0,50,United-States,1
80,Prof-school,Married-civ-spouse,Male,10605,0,10,United-States,0
23,HS-grad,Never-married,Female,0,0,40,United-States,1
33,Masters,Married-civ-spouse,Male,0,0,37,United-States,0
38,Some-college,Divorced,Male,0,0,40,United-States,1
44,Masters,Married-civ-spouse,Male,0,0,40,United-States,0
48,Masters,Divorced,Female,9562,0,40,United-States,0
40,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
19,HS-grad,Never-married,Female,0,0,40,United-States,1
45,Bachelors,Divorced,Female,0,0,40,United-States,1
34,Some-college,Never-married,Female,0,0,40,United-States,1
70,Some-college,Divorced,Male,0,0,80,United-States,1
32,Masters,Never-married,Male,0,0,60,United-States,1
33,Assoc-voc,Divorced,Female,0,0,40,United-States,1
24,Bachelors,Never-married,Female,0,0,40,United-States,1
30,Bachelors,Never-married,Female,0,0,15,United-States,1
22,Some-college,Never-married,Male,0,0,25,United-States,1
52,Prof-school,Married-civ-spouse,Male,99999,0,65,United-States,0
67,10th,Married-civ-spouse,Male,2414,0,80,United-States,1
40,HS-grad,Married-civ-spouse,Male,0,1672,45,United-States,1
55,Assoc-voc,Married-civ-spouse,Female,0,0,20,United-States,1
29,HS-grad,Divorced,Female,0,0,40,United-States,1
62,HS-grad,Married-civ-spouse,Male,0,0,16,United-States,1
22,HS-grad,Divorced,Female,0,0,40,United-States,1
64,9th,Married-civ-spouse,Male,0,0,40,United-States,1
29,Bachelors,Never-married,Male,0,0,50,United-States,1
28,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
25,HS-grad,Never-married,Male,0,0,40,United-States,1
47,Doctorate,Married-civ-spouse,Male,15024,0,50,United-States,0
26,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
18,12th,Never-married,Male,0,0,27,United-States,1
52,10th,Married-civ-spouse,Male,4064,0,45,United-States,1
48,Bachelors,Married-civ-spouse,Female,0,0,50,United-States,0
36,HS-grad,Married-civ-spouse,Male,0,0,40,Haiti,1
23,Assoc-voc,Divorced,Female,0,0,30,United-States,1
41,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
56,HS-grad,Married-civ-spouse,Male,0,0,38,United-States,0
53,HS-grad,Divorced,Male,0,0,40,United-States,1
26,Some-college,Divorced,Female,0,0,40,United-States,1
22,Some-college,Never-married,Male,3325,0,40,United-States,1
25,Masters,Never-married,Female,2597,0,31,United-States,1
31,Some-college,Married-civ-spouse,Male,0,0,40,Puerto-Rico,1
36,Assoc-acdm,Married-civ-spouse,Male,2829,0,40,United-States,1
46,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
46,Assoc-acdm,Divorced,Male,0,2258,38,United-States,0
32,Some-college,Married-civ-spouse,Female,0,0,36,Puerto-Rico,1
43,HS-grad,Never-married,Male,0,0,60,United-States,1
30,Bachelors,Married-civ-spouse,Male,99999,0,50,United-States,0
41,Bachelors,Married-civ-spouse,Male,7688,0,45,United-States,0
50,Masters,Married-civ-spouse,Male,99999,0,60,United-States,0
37,Masters,Married-civ-spouse,Male,0,0,38,United-States,1
22,HS-grad,Never-married,Male,0,0,50,United-States,1
51,HS-grad,Married-civ-spouse,Male,0,0,80,United-States,1
47,Some-college,Married-civ-spouse,Female,0,0,40,United-States,0
40,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
46,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
23,Some-college,Separated,Female,0,0,20,United-States,1
30,Some-college,Never-married,Female,0,0,40,United-States,1
27,HS-grad,Married-civ-spouse,Male,0,0,65,United-States,0
31,Some-college,Never-married,Female,0,0,35,United-States,1
31,1st-4th,Married-civ-spouse,Male,0,0,40,Mexico,1
30,HS-grad,Divorced,Male,0,0,40,United-States,1
50,Bachelors,Separated,Male,0,0,40,United-States,0
27,Bachelors,Never-married,Female,0,0,50,United-States,1
22,Some-college,Never-married,Female,0,0,16,United-States,1
29,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,0
28,HS-grad,Divorced,Male,0,0,60,United-States,1
54,Bachelors,Divorced,Female,0,0,45,United-States,0
47,Assoc-voc,Married-civ-spouse,Male,0,0,48,United-States,0
34,HS-grad,Married-spouse-absent,Female,0,0,40,United-States,1
26,Some-college,Never-married,Male,0,0,40,United-States,1
53,7th-8th,Married-civ-spouse,Male,0,0,35,United-States,1
23,Some-college,Never-married,Male,0,0,60,United-States,1
42,Masters,Divorced,Male,0,0,40,United-States,1
36,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
52,Bachelors,Married-civ-spouse,Male,0,0,45,United-States,0
22,Some-college,Never-married,Female,0,0,40,United-States,1
27,Masters,Never-married,Female,0,0,40,United-States,1
42,HS-grad,Widowed,Female,0,0,40,United-States,1
39,HS-grad,Divorced,Female,5455,0,40,United-States,1
49,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
36,HS-grad,Married-civ-spouse,Male,7688,0,40,United-States,0
20,Preschool,Never-married,Male,0,0,32,United-States,1
55,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,1
47,9th,Married-civ-spouse,Male,0,0,40,United-States,1
33,Masters,Married-civ-spouse,Male,0,0,33,United-States,0
36,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
39,Doctorate,Divorced,Female,0,0,80,United-States,1
55,Bachelors,Married-civ-spouse,Male,15024,0,48,United-States,0
21,Assoc-acdm,Never-married,Male,0,0,15,United-States,1
48,Assoc-acdm,Married-civ-spouse,Male,0,0,45,United-States,1
30,Assoc-voc,Never-married,Male,0,0,45,United-States,1
24,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
57,HS-grad,Widowed,Female,0,0,38,United-States,1
20,Some-college,Never-married,Male,0,0,60,United-States,1
18,Some-college,Never-married,Female,0,1602,20,United-States,1
56,HS-grad,Divorced,Female,4101,0,40,United-States,1
36,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,0
44,10th,Married-civ-spouse,Male,0,0,40,United-States,0
57,HS-grad,Married-civ-spouse,Male,15024,0,40,United-States,0
57,HS-grad,Married-civ-spouse,Male,0,0,52,United-States,1
33,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
61,7th-8th,Married-civ-spouse,Male,0,0,40,United-States,0
39,Bachelors,Married-civ-spouse,Male,15024,0,99,United-States,0
28,HS-grad,Never-married,Male,0,0,40,United-States,1
31,Some-college,Never-married,Male,0,1721,16,United-States,1
60,Assoc-acdm,Divorced,Female,0,0,40,United-States,1
36,Assoc-voc,Never-married,Male,0,0,40,United-States,0
58,HS-grad,Widowed,Female,0,0,35,United-States,0
50,Some-college,Never-married,Male,0,0,38,United-States,1
23,Bachelors,Never-married,Female,0,0,12,United-States,1
30,HS-grad,Never-married,Male,0,0,40,United-States,1
20,11th,Never-married,Male,0,0,40,United-States,1
90,Prof-school,Married-civ-spouse,Male,20051,0,72,United-States,0
49,Bachelors,Never-married,Female,0,0,50,United-States,1
47,Bachelors,Married-civ-spouse,Male,3137,0,40,United-States,1
34,Doctorate,Never-married,Male,0,0,40,Taiwan,0
37,HS-grad,Divorced,Female,0,0,40,United-States,1
25,10th,Married-civ-spouse,Female,0,0,50,United-States,1
37,Assoc-acdm,Never-married,Female,0,0,40,United-States,1
47,HS-grad,Married-civ-spouse,Male,0,0,40,Mexico,1
34,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,0
34,Some-college,Never-married,Male,0,0,40,United-States,1
35,HS-grad,Married-civ-spouse,Male,7688,0,50,United-States,0
39,Some-college,Separated,Male,0,0,40,United-States,1
32,7th-8th,Married-civ-spouse,Male,0,0,19,United-States,1
24,HS-grad,Married-civ-spouse,Female,0,0,30,United-States,1
28,Prof-school,Never-married,Male,0,0,60,United-States,1
41,7th-8th,Married-civ-spouse,Male,0,2179,40,United-States,1
69,HS-grad,Widowed,Female,0,0,9,United-States,1
32,HS-grad,Married-civ-spouse,Male,0,0,90,United-States,1
58,HS-grad,Divorced,Female,0,0,40,United-States,0
47,HS-grad,Married-civ-spouse,Male,0,0,75,United-States,0
41,Bachelors,Married-civ-spouse,Male,4386,0,50,United-States,0
35,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,0
24,Some-college,Never-married,Male,0,0,20,Canada,1
46,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,0
69,Bachelors,Married-civ-spouse,Male,6418,0,45,United-States,0
22,Bachelors,Never-married,Female,0,0,40,United-States,1
36,Masters,Never-married,Female,0,0,40,United-States,1
31,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
23,Bachelors,Never-married,Male,0,0,30,United-States,1
35,Some-college,Never-married,Female,0,0,40,United-States,1
37,Bachelors,Married-civ-spouse,Male,5178,0,40,United-States,0
35,Bachelors,Never-married,Female,0,0,40,United-States,1
18,11th,Never-married,Male,0,0,16,United-States,1
43,9th,Divorced,Female,0,0,40,United-States,1
53,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
54,Some-college,Married-civ-spouse,Male,0,0,52,United-States,1
29,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
46,Assoc-acdm,Never-married,Female,0,0,47,Cuba,1
24,Some-college,Never-married,Male,0,0,30,United-States,1
30,Some-college,Separated,Female,0,0,40,United-States,1
23,Some-college,Never-married,Female,0,0,6,United-States,1
27,Bachelors,Married-civ-spouse,Female,0,0,6,Mexico,1
36,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
38,Bachelors,Married-civ-spouse,Male,0,0,35,United-States,1
33,Masters,Married-civ-spouse,Male,0,0,15,United-States,1
66,Some-college,Married-civ-spouse,Male,0,0,40,Canada,1
45,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
68,HS-grad,Widowed,Female,0,0,12,United-States,1
37,HS-grad,Married-civ-spouse,Male,15024,0,60,United-States,0
17,10th,Never-married,Female,0,0,10,United-States,1
31,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
46,Bachelors,Never-married,Male,0,0,55,United-States,0
40,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,1
34,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
56,10th,Divorced,Male,0,0,45,United-States,1
42,Some-college,Separated,Female,0,0,41,United-States,1
46,Masters,Married-civ-spouse,Male,0,0,55,United-States,0
30,HS-grad,Separated,Male,0,0,50,United-States,1
33,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
47,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
57,Assoc-acdm,Married-spouse-absent,Male,0,0,40,United-States,1
34,11th,Divorced,Male,0,0,40,United-States,1
40,HS-grad,Divorced,Male,0,0,40,United-States,1
33,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
22,HS-grad,Never-married,Male,0,0,40,United-States,1
29,12th,Never-married,Female,0,0,35,?,1
53,HS-grad,Married-civ-spouse,Female,7688,0,35,United-States,0
36,HS-grad,Separated,Female,0,0,40,Philippines,1
45,HS-grad,Divorced,Male,10520,0,40,United-States,0
36,Some-college,Divorced,Female,0,0,40,United-States,1
18,HS-grad,Never-married,Male,0,0,11,United-States,1
27,HS-grad,Never-married,Female,0,0,40,United-States,1
30,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
34,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
36,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
36,7th-8th,Never-married,Male,0,0,75,United-States,1
48,Masters,Married-civ-spouse,Male,0,0,40,United-States,1
41,Prof-school,Married-civ-spouse,Male,0,1977,60,United-States,0
21,5th-6th,Never-married,Female,0,0,40,Mexico,1
